**************************************************************************************************************
Data downloaded from FRED (http://www.fred.org.nz) on August 5, 2014
FRED is the computer database for the NZ Fossil Record File (FRF), which is a nationally significant database administrated by GSNZ and GNS Science                                
Please acknowledge use of this data in publications, reports and presentations.                               
**************************************************************************************************************

********
Locality
********
FR Number	Yard FR Number	Locality Type	Field Number/Drillhole Name	Depth From	Depth To	Depth Unit	Drill Type	Original Grid Reference	NZMG Easting	NZMG Northing	NZGD49 Latitude	NZGD49 Longitude	Map Year	Method	Accuracy	Locality	Country	Coordinate Comments	Locality Comments	Stratigraphic Name	Inferred Stage Lower	Inferred Lower Modifier	Inferred Stage Upper	Inferred Upper Modifier	Inferred Age Start	Inferred Age Stop	Known Stage Lower	Known Lower Modifier	Known Stage Upper	Known Upper Modifier	Known Age Start	Known Age Stop	Samples Nearby	Sample Relationships	Stratigraphic Relationships	Column/Map	Dip	Dip Direction	Strike	Facing	Stratigraphy Comments	
E47/f0006		Outcrop	1132					(E47) 2148300 5399700 (New Zealand Map Grid)	2148300.0000018184	5399699.999968351	46.51887°S	168.28777°E	1983			MOKOMOKO INLET, NEW RIVER ESTUARY, BLUFF; SHORE PLATFORM EXPOSURE ON EAST SIDE OF INLET AT MOST WESTERLY POINT OF BROAD BULGE (SEE MAP) OF LAND TO IMMEDIATE NORTH OF STANLEY TOWNSHIP ROAD.	New Zealand			GREENHILLS GROUP							Aparima Series		D'Urville Series		288.5	251.0										
F45/f0102		Outcrop	JDC3524					F45 012 474 (NZMS260 map reference (truncated))	2201200.000002179	5447399.999955018	46.11548°S	169.0064°E	1981			Outcrop in sharp corner on hill track near culvert.	New Zealand				Etalian				245.5	238.0	Etalian				245.5	238.0				A.G. Ryder-Turner 1979	50	SW	107	Normal		
F45/f0103		Outcrop	JDC3525					F45 012 474 (NZMS260 map reference (truncated))	2201200.000002179	5447399.999955018	46.11548°S	169.0064°E	1978			On same road as F45/f102 (JDC3524) and 60 paces to southeast.	New Zealand				Etalian				245.5	238.0										A.G. Ryder-Turner 1979						
F45/f0167A		Outcrop	4613					F45 714 598 (NZMS260 map reference (truncated))	2171400.0000024913	5459799.999953113	45.99046°S	168.62994°E	1981			Otamita Valley Road ('Overton Road'), roadside exposure c. 60 m east of scraped excavation, south side of road.	New Zealand				Etalian				245.5	238.0	Malakovian		Etalian		246.5	238.0										
F45/f0167B		Outcrop	JDC4613					F45 714 598 (NZMS260 map reference (truncated))	2171400.0000024913	5459799.999953113	45.99046°S	168.62994°E	1981			Otamita Valley Road (=Overton's Road) extensive north-facing road cut.	New Zealand			TARINGATURA GROUP	Etalian				245.5	238.0																
F45/f0267		Outcrop	360					F45 840 558 (NZMS260 map reference (truncated))	2184000.0000023693	5455799.999953661	46.0323°S	168.78973°E				Small outcrop of sandstone by side of track where it bends sharply.	New Zealand			HOKONUI SYSTEM	Etalian				245.5	238.0										EW MSc thesis						
F45/f0268		Outcrop	390/471/495					F45 854 551 (NZMS260 map reference (truncated))	2185400.0000023544	5455099.999953761	46.03923°S	168.80733°E	1981			Small mudstone pit next to the rough 'air strip'.	New Zealand			HOKONUI SYSTEM	Etalian				245.5	238.0										EW MSc thesis						
F45/f0326		Outcrop	JDC3383					F45 023 428 (NZMS260 map reference (truncated))	2202300.0000021304	5442799.999955849	46.15729°S	169.01774°E	1977			Pukerau Baths locality top of overgrown quarry just downstream of baths on E side of Taylor Stream.	New Zealand				Malakovian				246.5	245.5									200 m above base Baths F.; 500 m above base Wairuna Pk g.; 		75	SW	120	Normal		
F45/f0333		Outcrop	4631					F45 975 477 (NZMS260 map reference (truncated))	2197500.000002208	5447699.999954939	46.11116°S	168.95878°E	1981			E side of Waikaka Stream newly bulldozed track on Trevor Denson's farm ca. 220 m N of cowshed.	New Zealand				Etalian				245.5	238.0											85	N	135	Overturned		
F45/f8940	S169/f0940	Outcrop	EF 618					S169 705 489 (NZMS1 SthIsl (truncated))	2183980.188712547	5455628.881789466	46.03383°S	168.78936°E				In road cutting at west end of ridge (next ridge NE of EF 616 [Field number 616}.	New Zealand																									
F45/f8941	S169/f0941	Outcrop	EF 616					S169 705 488 (NZMS1 SthIsl (truncated))	2183981.745350721	5455537.513490932	46.03465°S	168.78932°E	1957			At north end of road cutting through vitric-lithic tuff at west end of ridge.	New Zealand																			mapped as G by Wood 1966.	70	SW	110	Normal	1140 ft [347 m] below Gk shellbed.	
F45/f8980	S169/f0980	Outcrop	JRB HK4					S169 571 562 (NZMS1 SthIsl (truncated))	2171623.5679163197	5462089.747402274	45.96999°S	168.63438°E	1964			Hokonui Hills. Fairplace Station. Locality in first small strike valley south of Murihiku escarpment.	New Zealand			CROSSHILL GULLY SILTSTONE	Malakovian				246.5	245.5	Malakovian		Kaihikuan		246.5	229.0				Boles Thesis O.U.					Steep dip.	
F45/f8981	S169/f0981	Outcrop	JDC 2333					S169 571 562 (NZMS1 SthIsl (truncated))	2171623.5679163197	5462089.747402274	45.96999°S	168.63438°E	1964			Hokonui Hills. Fairplace Station. Locality in first small strike valley south of Murihiku escarpment.	New Zealand				Malakovian		Kaihikuan		246.5	229.0										Boles Thesis O.U.						
F45/f9535	S170/f0535	Outcrop						S170 969 412 (NZMS1 SthIsl (truncated))	2208222.9486684855	5449003.764272421	46.10409°S	169.09813°E	1975			QUARRY BELOW BATHS PUKERAU-KAIWERA ROAD. 1.1 KM AT 59 DEGREES FROM TRIG. I. WAIKAKA SURVEY DISTRICT.	New Zealand																									
F45/f9546	S170/f0546	Outcrop						S170 968 405 (NZMS1 SthIsl (truncated))	2208142.4522086587	5448362.539625403	46.10981°S	169.0967°E	1975			880 M AT 64 DEGREES FROM TRIG. I. WAIKAKA S. D.	New Zealand																				68	SW	130	Normal		
F45/f9546A	S170/f0546A	Outcrop						(F45) 2208140 5448360 (New Zealand Map Grid)	2208140.0000021313	5448359.999954911	46.10984°S	169.09666°E	1975			SMALL QUARRIED EXPOSURE ON HILLSIDE. 840 M AT 64 DEGREES FROM TRIG. I. WAIKAKA S.D.	New Zealand																				68	SW	130	Normal		
F45/f9559	S170/f0559	Outcrop						S170 798 471 (NZMS1 SthIsl (truncated))	2192505.670403597	5454128.972417189	46.05117°S	168.89839°E	1975			TOP OF SHARP RIDGE VISIBLE FROM MAIN ROAD. MIDDLE ONE OF THREE CRAGS. 730 M BELOW KAIHIKU FOSSILS. HOKONUI S. D. 2.2 KILOMETRES AT 93 DGREES FROM TRIG EAST PEAK.	New Zealand																				60	SW	125			
F45/f9581	S170/f0581	Outcrop						S170 785 483 (NZMS1 SthIsl (truncated))	2191299.1472932934	5455205.204954383	46.04096°S	168.88351°E	1975			A FEW METRES BELOW TOP OF, AND ON NORTH SIDE OF FIRST HIGH RIDGE OF HOKONUI HILLS. 1.6 KM AT 47 DEGREES FROM TRIG EAST PEAK. HOKONUI SURVEY DISTRICT.	New Zealand																		c. 2896 m below base KAIHIKU FOSSIL ZONE; 		70	SW	140			
F47/f0008		Outcrop	YO12					(F47) 2185950 5408650 (New Zealand Map Grid)	2185950.00000177	5408649.999965394	46.45684°S	168.78374°E	1975			NEAR MATAURA ISLAND. IN TITIROA STREAM, TRUE LEFT BANK OF STREAM, OUTCROP 5 M ABOVE STREAM.	New Zealand			TITIROA LIMESTONE	Puruhauan				259.8	254.2																
F47/f0037		Outcrop						F47 881 081 (NZMS260 map reference (truncated))	2188100.000001745	5408099.9999656575	46.46277°S	168.81133°E	1984			Beside Titiroa stream 1 km northeast of pine bush.	New Zealand				Malakovian		Etalian		246.5	238.0															Known stage limits: Permian - R ?; Samples nearby: S182/f501 ?	
F47/f6503	S182/f0503	Outcrop						S182 722 977 (NZMS1 SthIsl (truncated))	2186324.149526493	5408873.30270998	46.45501°S	168.78875°E	1975			SMALL QUARRY ON HILLSIDE. 1.8 KM NORTH NORTHWEST OF PINE BUSH SCHOOL. 	New Zealand		ALSO RECOLLECTED IN 1961 BY I.G. SPEDEN AND J.B. WATERHOUSE.																		23	NE	30		Guessed as Maitai	
F47/f6506	S182/f0506	Outcrop						S182 719 967 (NZMS1 SthIsl (truncated))	2186065.342505672	5407954.9742100695	46.46314°S	168.78478°E	1975			BOULDERS FILLING TRACK-CROSSING, IN CREEK. OBTAINED FROM QUARRY. 1.2 KM NORTH WEST OF PINE BUSH SCHOOL.	New Zealand																								Guessed as Maitai	
F47/f6539	S182/f0539	Outcrop						S182 718 977 (NZMS1 SthIsl (truncated))	2185958.6560206097	5408867.1763817705	46.45489°S	168.784°E	1975			SMALL QUARRY ON HILL SLOPE SOUTHEAST OF TITIROA RIVER, AT ABOUT 30 M ABOVE RIVER AND 45 M FROM RIVER, NEAR TOP OF ESCARPMENT BACKING FLOODPLAIN.	New Zealand		No hard copy found																		20	NE	150	Normal		
G45/f0003		Outcrop	DDR30					G45 131 443 (NZMS260 map reference (truncated))	2213100.0000020615	5444299.99995566	46.14841°S	169.15831°E	1977			Eighty metres down track from lowest quarry.	New Zealand			Herron Formation	Etalian				245.5	238.0										3rd year report D.D. Ritchie 1977	53	S	297	Normal	150 m below top Herron Formation (unpublished)	
G45/f0023A		Outcrop						(G45) 2213100 5451200 (New Zealand Map Grid)	2213100.0000021136	5451199.999954495	46.0864°S	169.16246°E	1975			ARTHURTON DISTRICT. ABOUT 5 M INSIDE FENCE ON SOUTHWEST SIDE OF ARTHURTON LANDSLIP ROAD AT YARD GRID REFERENCE S170/023435.	New Zealand			ARTHURTON GROUP	Puruhauan				259.8	254.2	Puruhauan				259.8	254.2										
G45/f0073		Outcrop	AR5					(G45) 2213400 5451100 (New Zealand Map Grid)	2213400.000002112	5451099.999954512	46.08743°S	169.16627°E	1975			150 M SE ALONG BAGRIE ROAD FROM ITS JUNCTION WITH ARTHURTON-LANDSLIP ROAD. QUARRIED EXPOSURE SW SIDE OF ROAD.	New Zealand			AG4 FORMATION																WOOD, 1956; WATERHOUSE, 1976.						
G45/f0091		Outcrop	DDR48					G45 138 453 (NZMS260 map reference (truncated))	2213800.0000020647	5445299.999955483	46.13972°S	169.16796°E	1977			In resistant strike bed which outcrops in middle of paddock.	New Zealand		New number allocated by REF 02/12/1994 to eliminate duplicated number (S170/f2).	Blacksheep Formation	Malakovian		Etalian		246.5	238.0											67	S	302	Normal	250 m below base of Herron Formation	
G45/f8591	S170/f0591	Outcrop						S170 187 318 (NZMS1 SthIsl (truncated))	2228291.371767764	5440752.179998881	46.18648°S	169.35273°E	1975		100.0	LARGE QUARRY, NOT VISIBLE FROM ROAD - 'STEELE'S QUARRY'. 2.1 KM AT 87 DEGREES FROM TRIG W (865'), WAIPAHI S. D.	New Zealand				Permian				298.9	252.2																
G45/f8592	S170/f0592	Outcrop						S170 047 419 (NZMS1 SthIsl (truncated))	2215339.9445326887	5449764.789557486	46.10023°S	169.19054°E	1975			SMALL EXPOSURE ON NORTH BANK OF CREEK. LEAVE ROAD-LINE AT BEND, PROCEED SOUTH OVER LOW ROCKS TOPPED HILLOCK TO CREEK. BANK OF DEEP CREEK. 1.3 KILOMETRES AT 124 DEGREES FROM DISTRICT TRIG DD. WAIPAHI, OTAGO LAND DISTRICT.	New Zealand																				27	NE	127	Normal		
G45/f8592A	S170/f0592A	Outcrop						S170 048 415 (NZMS1 SthIsl (truncated))	2215437.554004468	5449400.805837593	46.10354°S	169.19158°E	1975			SMALL EXPOSURE IN NORTH BANK OF CREEK. 1.2 KM AT 124 DEGREES FROM TRIG DD.	New Zealand																				27	NE	127			
G45/f8592B	S170/f0592B	Outcrop						(G45) 2215400 5449400 (New Zealand Map Grid)	2215400.0000020848	5449399.9999547945	46.10354°S	169.19109°E	1975			90 M EAST OF GS 7077 AND IN SIMILAR POSITION ON LOW WEATHERED BANK AT EAST VALLEY EDGE.	New Zealand																									
G45/f8612	S170/f0612	Outcrop						S170 041 421 (NZMS1 SthIsl (truncated))	2214788.5234381245	5449938.221709294	46.09845°S	169.18351°E	1975			SMALL OUTCROP ON SOUTH SIDE OF LOW HILLOCK, 240 M SOUTHWEST FROM ROAD. PIMPLE HILL. 860 M AT 125 DEGREES FROM TRIG DD. WAIPAHI, OTAGO LAND DISTRICT. RECOLLECTED J.B.W. MAY, 1972.	New Zealand																				50	NE	127	Normal		
G45/f8613	S170/f0613	Outcrop						S170 036 425 (NZMS1 SthIsl (truncated))	2214325.3757213983	5450295.978079918	46.09504°S	169.17775°E	1975			SMALL OUTCROP ON EAST SIDE OF VALLEY, NEAR TOP OF HILL AT 3 KM NORTH NORTHEAST OF ARTHURTON. 300 M AT 133 DEGREES FROM TRIG DD.	New Zealand																									
G45/f8614	S170/f0614	Outcrop						S170 020 438 (NZMS1 SthIsl (truncated))	2212842.9970045416	5451459.063349022	46.08397°S	169.15929°E	1975			LARGE QUARRY BESIDE ROAD AT SOUTHEAST CORNER OF STATE FOREST SERVICE PUKERAU PLANTATION. WAIPAHI, OTAGO LAND DISTRICT. RECOLLECTED 1952.	New Zealand																				50	NE	132			
G45/f8615	S170/f0615	Outcrop						S170 034 425 (NZMS1 SthIsl (truncated))	2214142.6071033035	5450292.865327882	46.09499°S	169.17538°E	1975			ON WEST SIDE OF SMALL HILLOCK AT HEAD OF TRIBUTARY CREEK. POWER POLE HILLOCK 6.50 KM NORTH OF ARTHURTON. 120 M AT 145 DEGREES FROM TRIG DD. WAIPAHI SURVEY DISTRICT, OTAGO LAND DISTRICT.	New Zealand																									
G45/f8629	S170/f0629	Outcrop						S170 078 340 (NZMS1 SthIsl (truncated))	2218295.720309818	5442593.484299809	46.1659°S	169.22449°E	1975			IN CREEK BY BEND OF TRACK.	New Zealand																									
G45/f8665	S170/f0665	Outcrop	C191					S170 192 315 (NZMS1 SthIsl (truncated))	2228752.9935247893	5440485.767327751	46.18906°S	169.35856°E	1975			HILLTOP ON STRIKE RIDGE 275 M SOUTHEAST OF LOCALITY C190, NORTH MAIN SOUTH ROAD, 2.50 KM WEST OF CLINTON, LOCALITY C191.	New Zealand		Below C190.	ARTHURTON GROUP																Mapped as Arthurton Group by Wood, 1956.				Overturned		
G45/f8667	S170/f0667	Outcrop						S170 048 419 (NZMS1 SthIsl (truncated))	2215431.3294753972	5449766.345777072	46.10026°S	169.19172°E	1975			40 M EAST OF GS5077 ON BLUFF AROUND PROMONTORY.	New Zealand			ARTHURTON GROUP																						
G45/f8676	S170/f0676	Outcrop	159					S170 0374 4245 (NZMS1 SthIsl (truncated))	2214454.092057473	5450252.464818155	46.09548°S	169.17938°E	1956			About 1 mile north of Arthurton siding, about 50 feet south of secondary road. Weathered, low blocky outcrop.	New Zealand			AG4 FORMATION	Puruhauan				259.8	254.2									0 m above top ARTHURTON GROUP; 	Mapped as Permian by Wood, 1956.						
G45/f8677	S170/f0677	Outcrop	Trig DD					S170 033 427 (NZMS1 SthIsl (truncated))	2214048.110057318	5450474.0773803145	46.09332°S	169.17427°E	1956			About 20 feet north of Trig DD.	New Zealand			AG4 FORMATION	Puruhauan				259.8	254.2									0 m above top Arthurton Group; 	Mapped as Permian by Wood, 1956						
G45/f8678	S170/f0678	Outcrop	158					S170 0374 4244 (NZMS1 SthIsl (truncated))	2214454.2476948327	5450243.3263756875	46.09556°S	169.17938°E	1956			Very small outcrop in paddock, about 1 mile north of Arthurton, and about 200 feet south of secondary road. In southward facing slope.	New Zealand			AG4 FORMATION	Puruhauan				259.8	254.2									0 m above top Arthurton Group; 	Mapped as Permian by Wood, 1956.						
G45/f8683	S170/f0683	Outcrop						S170 036 424 (NZMS1 SthIsl (truncated))	2214326.9320839	5450204.593720237	46.09586°S	169.17771°E	1956			NEAR GS 5079 55 M SOUTH OF ROAD AT SUTHERLANDS FARM OUTCROP OVER 10 M BY 5 M, 20 M EAST OF LOW BLUFF.	New Zealand			ARTHURTON GRP AG4 FORMATION	Puruhauan				259.8	254.2																
G45/f8684	S170/f0684	Outcrop						S170 046 424 (NZMS1 SthIsl (truncated))	2215240.778034873	5450220.157593824	46.0961°S	169.18953°E	1956			SMALL QUARRY 70 M SOUTH OF GS 11133 50 M FROM ROAD 200 M FROM SUTHERLANDS FARMHOUSE.	New Zealand			AG4 FORMATION	Puruhauan				259.8	254.2																
G45/f8686	S170/f0686	Outcrop						S170 047 423 (NZMS1 SthIsl (truncated))	2215333.7193052564	5450130.329157999	46.09694°S	169.19067°E	1956			BLUFF 100 M FROM GS 11133, 35 M FROM GS 11134, CLOSE OR EQUAL TO GS 5079.	New Zealand			AG4 FORMATION	Puruhauan				259.8	254.2																
G45/f8687	S170/f0687	Outcrop						S170 039 415 (NZMS1 SthIsl (truncated))	2214615.0908315554	5449386.801868427	46.10333°S	169.18094°E	1956			1.5M BLUFF 35 M NORTH OF FENCE 200 M NORTHWEST OF GS 5078 ON LINE BETWEEN GS 5077 AND 5078.	New Zealand			AG4 FORMATION	Puruhauan				259.8	254.2																
G45/f8688	S170/f0688	Outcrop						S170 039 420 (NZMS1 SthIsl (truncated))	2214607.310489283	5449843.724694037	46.09922°S	169.18112°E	1956			FLOAT AT FENCE 50 M WEST AND 150 M BELOW GS 11137, AT LEAST 150 M FROM POSSIBLE BUT UNPROVEN SOURCE.	New Zealand			AG4 FORMATION																						
G45/f8689	S170/f0689	Outcrop						S170 051 419 (NZMS1 SthIsl (truncated))	2215705.4845798598	5449771.014493898	46.10033°S	169.19526°E	1956			BOULDER AT JUNCTION OF DEEP CREEK ROAD AND SUTHERLANDS ROAD POSSIBLY ALMOST IN PLACE. PROBABLY FROM QUARRY 100 M NORTH ALONG DEEP CREEK ROAD.	New Zealand				Puruhauan				259.8	254.2																
G45/f9498	S171/f0498	Outcrop						S171 213 313 (NZMS1 SthIsl (truncated))	2230675.3563361196	5440335.594630288	46.19117°S	169.38335°E	1975			RIDGE 300 M EAST OF CONGLOMERATE OUTCROP IN CONGLOMERATE CREEK, 1.50 KM NORTHEAST OF CLINTON. POMAHAKA SURVEY DISTRICT.	New Zealand																									
G46/f9735	S179/f0735	Outcrop	JDC 2287					S179 359 191 (NZMS1 SthIsl (truncated))	2244208.6766543537	5429411.542350139	46.29454°S	169.55263°E	1944			KAIHIKU STREAM. SMALL EXCAVATION SOUTHEAST OF STREAM AND ROAD AT JUNCTION OF WEST FLOWING TRIBUTARY.	New Zealand			KAIHIKU SERIES	Etalian				245.5	238.0	Etalian		Kaihikuan		245.5	229.0			above top MURIHIKU SUPERGROUP; 	MAPPED AS KAIHIKU SERIES BY ONGLEY 1939				Normal		
H46/f0172A		Outcrop	JDC3108					H46 629 180 (NZMS260 map reference (truncated))	2262900.000001422	5417999.999963149	46.40384°S	169.78931°E	1981			East side Willsher Bay north of house on seaward side of Nuggets Road.	New Zealand																									
H46/f0172B		Outcrop	JDC3108					H46 629 180 (NZMS260 map reference (truncated))	2262900.000001422	5417999.999963149	46.40384°S	169.78931°E	1981			Kaka Point coast, east side Willsher Bay. Massive fine grained sandstone with coarser interbeds on wave cut platform north of house.	New Zealand				Malakovian		Kaihikuan		246.5	229.0																
H46/f0266		Outcrop	JDC 4591,92					H46 643 133 (NZMS260 map reference (truncated))	2264300.0000013467	5413299.999964919	46.44657°S	169.80516°E	1981	Map - 1:50,000 scale	50.0	Nuggetts Peninsula, E. side Lighthouse Road, NS stretch.	New Zealand				Etalian				245.5	238.0	Malakovian		Kaihikuan		246.5	229.0										
H46/f0288		Outcrop	JDC 4658					H46 635 143 (NZMS260 map reference (truncated))	2263500.0000013653	5414299.999964521	46.4373°S	169.79526°E	1981	Map - 1:50,000 scale	50.0	Nugget Point coastal section fishing station. stacks <1m high ca55m w of sea wall.	New Zealand				Etalian				245.5	238.0																
H46/f0320		Outcrop	JDC 3550					H46 625 173 (NZMS260 map reference (truncated))	2262500.0000014133	5417299.999963394	46.40999°S	169.78376°E				Bulldozed fence line W of Short Bay, SE-facing steep slope bush edge to the NW.	New Zealand				Etalian		Kaihikuan		245.5	229.0											70	W	140	Normal		
H46/f8501	S179/f0501	Outcrop						S179 556 096 (NZMS1 SthIsl (truncated))	2262362.9896362126	5421032.935519633	46.37639°S	169.78386°E	1975			120M SOUTH FROM MOST NORTHERLY OUTCROP. 75 KM ALONG COASTLINE FROM KAKA POINT.	New Zealand			KAIHIKU SERIES															427 m below base Ladino-Carnic fossil bed; 	Mapped as Clinton Series by Ongley 1939.	50	NE	115			
H46/f8646	S179/f0646	Outcrop	JDC 1420					(H46) 2262380 5420830 (New Zealand Map Grid)	2262380.000001461	5420829.999962168	46.37822°S	169.78398°E			100.0	NORTH END OF TILSON'S BEACH, SOUTHERN-MOST PART OF UNBROKEN WAVE-CUT PLATFORM, 6 M SOUTH OF 6 M BED OF CREAMY WHITE FINELY BANDED ?ASH, SOUTH MOLYNEUX S.D.	New Zealand			CLINTON SERIES	Etalian				245.5	238.0	Etalian	?	Kaihikuan		245.5	229.0			152 m below base RICH Gk FAUNA; 	MAPPED AS CLINTON SERIES BY ONGLEY, 1939.					KNOWN STAGE LIMITS ARE LOWER TRIASSIC TO Gk.	
H46/f8654	S179/f0654	Outcrop	1433 JDC					(H46) 2262540 5419960 (New Zealand Map Grid)	2262540.0000014496	5419959.999962463	46.3861°S	169.78562°E				IMMEDIATELY SOUTH OF COARSE SANDSTONE WHICH FORMS THE PROMONTORY OF KAKA POINT, SILTSTONE, LARGELY COVERED AT HIGH TIDE. SOUTH MOLYNEUX S.D.	New Zealand			CLINTON SERIES	Etalian				245.5	238.0	Etalian	?	Kaihikuan		245.5	229.0			948 m below base RICH Gk FAUNA; 	MAPPED AS CLINTON SERIES BY ONGLEY, 1939.						
H46/f8702	S179/f0702	Outcrop	544					S179 546 059 (NZMS1 SthIsl (truncated))	2261506.1029480402	5417635.207483991	46.40663°S	169.77102°E	1965			KARORO STREAM ROAD, LARGE ROAD CUT.	New Zealand				Etalian				245.5	238.0										MAPPED AS G BY MCKELLAR 1966.	65	SW	120	Normal		
H46/f8706	S179/f0706	Outcrop	EF 583, JDC 2276					S179 566 028 (NZMS1 SthIsl (truncated))	2263382.2758635012	5414832.308600023	46.43248°S	169.79399°E	1965			JUST NORTH OF SMALL POINT ON WHICH HOUSE WITH STAINED GLASS WINDOWS IS BUILT, NORTH OF FAULT CROSSING REEF, IN SEACLIFF EXPOSURES AND ADJACENT REEF EXPOSURES OF SILTSTONE.	New Zealand				Etalian	?			245.5	238.0										MAPPED AS G BY MCKELLAR 1966	50	SW	340	Normal		
I36/f0018		Outcrop						I36 942 321 (NZMS260 map reference (truncated))	2294200.0000009127	5732099.999971624	43.58912°S	170.32708°E		Map - 1:50,000 scale	50.0	Bluff on south side Cascade Glacier, west of moraine.	New Zealand			WHEELER FORMATION	Mangapirian				285.0	276.0																
J36/f0006B		Outcrop	AKvD101					J36 5221 2713 (NZMS260 map reference (truncated))	2352210.0000006827	5727129.999970893	43.64834°S	171.04377°E		Map - 1:50,000 scale	50.0	Major southern tributarty to Balmacaan Stream, Harper Range, Mid-Canterbury. True right, ~1035m. 	New Zealand			BALMACAAN FORMATION	Etalian				245.5	238.0											42	S	84	Overturned	Fossiliferous sequence is inferred to be overturned (i.e. younging downstream). 	
J36/f0093		Outcrop	AKvD102					J36 5241 2682 (NZMS260 map reference (truncated))	2352410.000000683	5726819.999970858	43.65118°S	171.04616°E		Map - 1:50,000 scale	50.0	Major southern tributary to Balmacaan Stream, Harper Range, mid-Canterbury, true left, ~1150m.	New Zealand																	300 m below J36/f0006; 			65	S	77	Overturned	Mostly 'Athyris'. 	
J36/f0094		Outcrop	AKvD103					J36 5245 2676 (NZMS260 map reference (truncated))	2352450.000000682	5726759.9999708515	43.65172°S	171.04664°E		Map - 1:50,000 scale	50.0	Major southern tributary to Balmacaan Stream, Harper Range, mid-Canterbury, true right, ~1180m.	New Zealand																	400 m below J36/f0006; 				S		Overturned	Brachiopods and crinoids intermittently through ~20m of stratigraphic thickness. From Balmacaan Formation and Torlesse Supergroup.	
J36/f0098		Outcrop	AKvD107					J36 5244 2656 (NZMS260 map reference (truncated))	2352440.000000682	5726559.99997083	43.65352°S	171.04646°E		Map - 1:50,000 scale	50.0	Major southern tributary to Balmacaan Stream, Harper Range, mid-Canterbury, true right, ~1280m.	New Zealand				Etalian				245.5	238.0								8 m above J36/f0096; 			40	S	127	Overturned	Sequence overturned, minor horizon. Collected from Balmacaan Formation/Torlesse Supergroup.	
J36/f0105		Outcrop	AKvD115					J36 5171 2611 (NZMS260 map reference (truncated))	2351710.0000006887	5726109.999970782	43.65742°S	171.03728°E		Map - 1:50,000 scale	50.0	Next tributary west after major souther tributary to Balmacaan Stream, Harper Range, mid-Canterbury. True right and left outcrops near stream, ~1060m.	New Zealand				Etalian				245.5	238.0											50	S	96	Overturned	From Balmacaan Fomation and Torlesse Supergroup. Probably same stratigraphic level as J36/f6 but richly-packed horizon not located. Collected from outcrops either side of the stream.	
M25/f9562	S8/f0562	Outcrop						S8 084 827 (NZMS1 SthIsl (truncated))	2482613.6127499887	6040445.5265705455	40.84381°S	172.67528°E	1975			GRAVEYARD ROCK ON FLOWERS TRACK EAST OF PARAPARA PEAK. (RECOLLECTED BY HANCOX, VELLA AND WATERHOUSE). DATE OF COLLECTION GUESSED.	New Zealand										Permian				298.9	252.2										
N28/f0056		Outcrop	N28/174					(N28) 2515200 5973200 (New Zealand Map Grid)	2515199.999999997	5973199.999995398	41.44976°S	173.06221°E	1975			SCREE IN GULLY CROSSED BY ROAD TO AIRSTRIP ABOUT 170 M NORTHEAST OF PIG VALLEY ROAD; THIS IS THE FIRST DEEP GULLY CROSSED BY ROAD ON WAY TO AIRSTRIP.	New Zealand																									
N28/f0063B		Outcrop						(N28) 2513900 5972400 (New Zealand Map Grid)	2513899.9999999967	5972399.999995326	41.45697°S	173.04665°E	1975			MASSIVE SILTSTONE, FINE SANDSTONE AND NUMEROUS THIN SHELLBEDS ON SOUTHWEST SIDE OF SMALL GULLY, APPROXIMATELY 80 METERS BELOW RIDGE CREST; TO NORTHWEST AND APPROXIMATELY 220 METERS NORTHWEST OF PIG VALLEY STREAM.	New Zealand				Etalian				245.5	238.0											25	SW	120	Normal		
N28/f0063C		Outcrop	SO.917					N28 139 725 (NZMS260 map reference (truncated))	2513899.9999999977	5972499.999995334	41.45606°S	173.04665°E	1987			Prominent outcrop of well bedded siltstone of a small ridge SW facing on the southern side of Cow Hill (Informal local name)	New Zealand			Te Arowhenua Formation, Richmond Group	Etalian				245.5	238.0																
N28/f0094		Outcrop						(N28) 2515000 5973000 (New Zealand Map Grid)	2514999.999999998	5972999.999995381	41.45156°S	173.05981°E	1975			IN SMALL GULLY 5-7 M EAST OF N28/f93. PIG VALLEY.	New Zealand			RICHMOND GROUP	Etalian				245.5	238.0																
N28/f0095		Outcrop						(N28) 2515200 5973000 (New Zealand Map Grid)	2515199.9999999967	5972999.99999538	41.45156°S	173.06221°E	1975			JUST EAST OF JUNCTION OF TRACK TO AIRSTRIP AND ROAD TRENDING NORTH. PIG VALLEY.	New Zealand			RICHMOND GROUP	Etalian				245.5	238.0											60	SE	40	Normal		
N28/f0095E		Outcrop	D16, D2					N28 152 730 (NZMS260 map reference (truncated))	2515199.9999999967	5972999.99999538	41.45156°S	173.06221°E	1975			Farm track to airstrip off Pig Valley Rd, Just East of track junction, 50m west of gate.	New Zealand				Etalian				245.5	238.0																
N28/f0096		Outcrop						(N28) 2515300 5973000 (New Zealand Map Grid)	2515299.9999999977	5972999.999995381	41.45156°S	173.0634°E	1975			OUTCROP, AND DEBRIS AROUND OUTCROP, BETWEEN TWO TRACKS REFERRED TO ON N28/f95, PIG VALLEY.	New Zealand			RICHMOND GROUP	Etalian				245.5	238.0																
