Stratigraphic Name | Stratno |  Previous Name  |Previous Name Stratno| Replacement Name | Replacement Name Stratno |Is Current | Rank | Status | Category | Usage | Parent Name | Parent Stratno | Chemical Parent Name | Chemical Parent Stratno | Top Minimum Age Name | Top Minimum Age (Ma) | Top Minimum Age Error (Ma)| Top Minimum Age Method | Base Maximum Age Name | Base Maximum Age (Ma) | Base Maximum Age Error (Ma) | Base Maximum Age Method | Minimum Thickness (m) | Maximum Thickness (m) | Type Section State | Definition Card | First ref as on form | Def ref as on form | Reserved by | Resdate | Approved by | Approved date |General Comments | Lithology Description | Primary Lithology Group | Secondary Lithology Group | Tectonic Setting | Intrusive | Granite Type
Ti Tree Granite|39882|||||Yes|Formation, beds|Formal|Variation of published name|Briefly described|||||Calymmian|1508|||Calymmian|1518||||||No|24256||||||Different unit to Ti-Tree Granopyhre (DEF), NT.|||||Y|
Tiaro Coal Measures|18119|||||Yes|Formation, beds|Formal|Other new published name|Defined|Duckinwilla Group|5749|||Early Jurassic||||Early Jurassic|||||1370|QLD|No|44241|42894||||||Lithofeldspathic labile and sublabile to quartzose sandstone, siltstone, shale, coal, ferruginous oolite marker.|feldspar- or lithic-rich arenite to rudite|organic-rich rock||N|
Tick Hill Complex|76898|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||Wonga Suite|30706|Paleoproterozoic||||Paleoproterozoic|||||||No|||||||Used in North-West Queensland mineral and energy province report 2011. Described as being part of  Wonga Suite, Burstall Suite; Wonga/Burstall Igneous Event.|Cream to pink, massive to strongly foliated, fine to medium-grained leucogranite; irregular patches of coarser graphic to pegmatitic granite; local tourmaline and vuggy quartz zones; scattered calc-silicate granofels rafts and grey to pink granitic gneiss|igneous felsic intrusive|meta-igneous felsic intrusive||Y|
Ticklehim Rhyolite|22998|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Wakara Volcanic Subgroup|23117|||Early Permian||||Early Permian|278|3|isotopic, Rb/Sr||700||No|43083|43626|Mackenzie D.E.|02/MAY/90|||Featherbed Cauldron Complex|||||N|
Tidna Sandstone|18135|||||Yes|Formation, beds|Formal|Other new published name|Defined|Accident Subgroup|37738|||Calymmian||||Calymmian|||||||No|26310|26310||||||Cross-bedded medium to fine-grained sandstone, massive green to light brown quartzose sandstone|sedimentary siliciclastic|||N|
Tiger Hill Microgranite|27914|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|||Ootann Supersuite|14620|Carboniferous||||Carboniferous|||||||No|39027|44542||||||Pink to grey biotite microgranite with coarse-grained segregations|igneous felsic intrusive|||Y|
Timana diorite|75145|||||Yes|Formation, beds|Informal|Other new published name|Briefly described|Mission Beach Granite Complex|36188|||Late Ordovician||||Ordovician|||||||No|60425||||||Informally named subunit of Mission Beach Granite Complex.|||||Y|I-type
Timber Top Volcanic Subgroup|23003|||||Yes|Subgroup|Formal|Resvd name published|Fully described|Featherbed Volcanic Group|6565|||Early Permian||||Late Carboniferous||||50|480||No|43151||Mackenzie D.E.|18/MAY/92|||One of the subsidence structures in the Featherbed Cauldron Complex, namely the Mount Mulligan Cauldron.|Porphyritic rhyolite to dacite; coarse, clast-supported, volcanic breccia; lithic-rich rhyolitic ignimbrite; volcanic sandstone or crystal tuff; vitric tuff or volcanic siltstone; ignimbrite; and porphyritic andesite|igneous felsic volcanic|||N|A-type
Timberoo Member|18166|||||Yes|Member, phase|Formal|Resvd name published|Defined|Marraba Volcanics|11361|||Statherian||||Statherian||||||QLD|Yes|30530|30530|Derrick G.||Staines, H.R.E.|05/JUL/76||||||N|
Timbury Hills Formation|18177|Timbury Hills formation|18179|||Yes|Formation, beds|Formal|Unknown or process pending|Defined|||||Early Carboniferous||||Early Devonian|||||||No|44423|44169||||||Fine grained, quartz rich metasedimentary rocks.|metasedimentary siliciclastic|||N|
Timothy Creek Sandstone Member|18185|||||Yes|Member, phase|Formal|Resvd name published|Defined|Jayah Creek Metabasalt|26308|||Statherian||||Statherian||||||QLD|Yes|49009|49009|R.J.Bultitude|14/FEB/79|Whitaker, W.|10/DEC/80|Previously reserved as Timothy Creek Meta-arenite. Within the Haslingden Group.|Meta-arenite; minor metasiltstone, quartzite, metabasalt.||||N|
Tin Hill Quartzite Member|24524|||||Yes|Member, phase|Formal|Resvd name published|Defined|Corbett Formation|27285|||Mesoproterozoic||||Mesoproterozoic|||||40|QLD|Yes|35921|35921|I.W.Withnall|01/NOV/78|Whitaker, W.|08/MAY/79||Quartzite|metasedimentary siliciclastic|||N|
Tinami Valley Granodiorite|77801|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||||Late Triassic||||Late Triassic|||||||No|68319|||||||Pink to greyish pink, fine-grained, moderately porphyritic hornblende-biotite granodiorite; granophyric; mafic inclusions (to ~ 45cm) locally abundant.|igneous felsic intrusive|||Y|
Tinaroo Granite|18192|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||Tinaroo Suite|36714|Early Permian|262|||Late Carboniferous|288||isotopic, Rb/Sr|||QLD|Yes|39689|42810|Willmott W.F.||Whitaker, W.|14/MAR/86|Within the Tinaroo Supersuite. Age: ~280Ma (Rb-Sr). Intruded part of Hodgkinson Formation and Emerald Creek Microgranite.|White to pale grey, medium-grained, (S-type) slightly to moderately porphyritic biotite granite with traces of garnet; moderately well-developed foliation in marginal zones|igneous felsic intrusive|||Y|S-type
Tinaroo Suite|36714|||||Yes|Group, Suite|Formal|Other new published name|Briefly described|||Tinaroo Supersuite|29982|Permian|270||isotopic, Rb/Sr|Permian|290||isotopic, Rb/Sr||||No|23423||||||In Geology of Queensland 2013, p479 as part of Kennedy Igneous Association.||igneous felsic intrusive|||Y|S-type
Tinaroo Supersuite|29982|||||Yes|Supergroup|Formal|Other new published name|Fully described|||||Early Permian||||Early Permian|280||isotopic, Rb/Sr||||No|43060||||||Comprises just Tinaroo Granite. Intruded part of Hodgkinson Formation and Emerald Creek Microgranite. Name may be obsolete. Not used in Geology of Queensland 2013.|White to pale grey, medium-grained, slightly to moderately porphyritic, biotite granite.||||Y|S-type
Tinbeerwah rhyolite|18193|||||Yes|Formation, beds|Informal|Unknown or process pending|Mentioned||||||||||||||||No|39969|||||||||||N|
Tincat Road Metamorphics|73611|||||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||||Carboniferous||||Carboniferous|||||||No|68421||von Gnielinski, F. (GSQ)|12/SEP/07|||For use on map sheets 9248 and 9249; nearest town Lowmead. These rocks were formerly included in the now obsolete Cassillis Metamorphics.  To be published: Dec. 2007 - Bundaberg Report (Geol.Comm.Miriam Vale, Rosedale, Bundaberg).|Biotite-rich gneiss, biotite-muscovite gneiss, muscovite leucogneiss; minor migmatite and pegmatite.|high grade metamorphic rock|||N|
Tinchoo Formation|26283|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Nappamerri Group|13823|||Ladinian||||Anisian|||||263|QLD|No|42008|42008|Powell G.|22/MAR/89||||Interbedded sandstone, siltstone, mudstone, minor coal; sandstone is dominant in lower part, siltstone/mudstone/minor coal dominates upper section.|sedimentary siliciclastic|organic-rich rock||N|
Tindarra Granite|32132|||||Yes|Formation, beds|Formal|Resvd name published|Described|||||Early Permian||||Late Carboniferous|||||||No|23037||Hutton L.|30/JAN/98|||Monto 1:250 000 sheet area.|Pink to red, medium to coarse-grained, biotite granite|igneous felsic intrusive|||Y|
Tingalpa Formation|18204|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|||||Carnian||||Carnian|||||||No|43921|44030||||||Siltstone, shale, thin coal seams||||N|
Tinker Complex|41374|||||Yes|Group, Suite|Formal|Variation of published name|Briefly described|||||Triassic||||Triassic|||||||No|60113||||||Oil bearing deposits at Silver Springs, Qld.|||||N|
Tinowon Formation|26174|Tinowon formation|18221|||Yes|Formation, beds|Formal|Other new published name|Defined|Back Creek Group|845|||Late Permian||||Early Permian||||||QLD|No|29721|32578||||||Shale, siltstone, quartzose sandstone, tuff, coal|sedimentary siliciclastic|organic-rich rock||N|
Tintarple granite|36531|||||Yes|Formation, beds|Informal|Other new published name|Described|||||Proterozoic||||Proterozoic|||||||No|23513|||||||||||Y|
Tireen Granite|69005|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||||Early Triassic||||Late Permian|||||||No|61087|||||||Slightly foliated, grey to pink, fine to coarse-grained, mostly equigranular biotite monzogranite; some pink biotite leucogranite and minor coarse-grained hornblende gabbro|igneous felsic intrusive|||Y|
Tirrabella Supersuite|29976|||||Yes|Supergroup|Formal|Other new published name|Described|||||Silurian||||Silurian|||||||No|43060||||||Palma Province.|Grey, medium-grained, strongly foliated biotite-hornblende and hornblende-biotite tonalite, granodiorite, and quartz diorite|igneous felsic intrusive|||Y|
Tirrabella Tonalite|36267|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||Tirrabella Supersuite|29976|Early Silurian||||Early Silurian|||||||No|23503|||||||||||Y|
Tirrawarra Sandstone|18232|Tirrawarra Formation|18229|||Yes|Formation, beds|Formal|Variation of published name|Defined|Gidgealpa Group|7182|||Sakmarian|290|||Asselian|290|||30|75||No|30873|63978|||||Replaced by Big Lake Suite in Moomba Field.  Informally termed "Tirrawarra Conglomerate".|Mainly fine- to coarse-gr.+ pebbly sandstone (massive)+ interbeds of conglomerate+ minor interbeds of carbonaceous siltst, shale+coal.|sedimentary siliciclastic|||N|
Tirroan Basalt|18239|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||||Pliocene||||Miocene|||||||No|42895|||||||Dark grey to black, fine-grained to glassy olivine basalt, basanite; some basal clastogenetic lava and yellow-brown streaky glass with black glass bands.|igneous mafic volcanic|||N|
Titania Granite|24035|||||Yes|Formation, beds|Formal|Other new published name|Described|||O'Briens Creek Supersuite|29322|Late Carboniferous||||Carboniferous|||||||No|41235||P.J.Pollard|01/APR/82|||Included in Emuford Granite on most recent maps. Part of O'Briens Creek Supersuite?|Pale pink, fine-grained to pegmatitic, porphyritic, granophyric (topaz-) biotite granite.||||Y|I-type
Tiverton Formation|26948|Tiverton Subgroup|28272|||Yes|Formation, beds|Formal|Variation of published name|Defined|Back Creek Group|845|||Late Permian||||Early Permian||||||QLD|No|44635|44000|||||FD 1991.|Lithic sandstone, coquinite, calcareous sandstone and siltstone, conglomerate; fossiliferous.||||N|
Tivoli Formation|18248|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|Brassal Subgroup|2507|||Carnian||||Carnian|||||480||No|44542|44510||||||Shale, sandstone, economic coal seams, siltstone, conglomerate|sedimentary siliciclastic|organic-rich rock||N|
Toby Barty Sandstone Member|18254|||||Yes|Member, phase|Formal|Other new published name|Defined|Marimo Slate|27088|||Statherian||||Statherian||||||QLD|Yes|30527|30531|||Staines, H.R.E.|03/NOV/76||||||N|
Toko Group|18263|Toko Beds|18262|||Yes|Group, Suite|Formal|Variation of published name|Redefined|||||Ordovician||||Ordovician||||||QLD|Yes|44543|36580|Draper J.J.|11/DEC/06|Whitaker, W.|30/OCT/79|Toko Beds redefined as Toko Group. See also Lexicon. See definition card[?]. SF54-9,13.  Redefined by P.D. Kruse 31-Jan-2003: proposed by Casey in Smith (1963a). Originated as Toko Series (Whitehouse 1936). Usage is different in Queensland, where clastic units form the group and the dominantly carbonate Coolibah Formation and Kelly Creek Formation are placed in the Cockroach Group instead (Geology of Queensland 2013, p94-95).|Sandstone, limestone, dolostone|sedimentary siliciclastic|sedimentary carbonate||N|
Toko Group; Coolibah and Kelly Creek Formations|78135|||||Yes|Group, Suite|Informal|Variation of published name|Mentioned|||||Ordovician||||Ordovician|||||||No|||||||Published in Queensland Geology 1:2 000 000 map (2012). To be used in GA 1:2.5m Bedrock Geology.|Sandstone, mudstone, siltstone, conglomerate, dolomite.|sedimentary siliciclastic|sedimentary carbonate||N|
Tollbar Breccia|38863|Tollbar Creek Breccia|32050|||Yes|Formation, beds|Formal|Variation of reserved name|Briefly described|Glassford Igneous Complex|36323|||Cretaceous||||Cretaceous|||||||No|24488||||||To supersede Tollbar Creek Breccia?|Coarse breccia, clasts dominantly altered granitoid|fault / shear rock|||N|
Tolson Creek Igneous Complex|70389|||||Yes|Group, Suite|Formal|Resvd name published|Briefly described|||||Late Triassic||||Late Triassic|||||||No|68319||von Gnielinski, F. (GSQ)|11/MAY/06|||For the Bundaberg mapping project - Miriam Vale 1:100K sheet; nearest town is Lowmead.|Dark grey to black medium-grained diorite and gabbro; fine-grained white and black net-veined hornblende granodiorite with gabbro inclusions; pink medium to coarse-grained equigranular syenogranite, granodiorite and monzogranite.
|igneous mafic intrusive|igneous felsic intrusive||Y|
Tomato Granite|18309|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||Hogsflesh Creek Supersuite|38173|Ordovician||||Ordovician||||||QLD|No|42245|42245||||||Commonly foliated, medium to coarse-grained hornblende-biotite granite|igneous felsic intrusive|||Y|
Tommy Creek Microgranite|26176|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||Tommy Creek Suite|31440|Statherian|1625|4||Statherian|1653|5|isotopic, U/Pb-Pb/Pb ion probe||1000|QLD|Yes|32660|35167|Derrick G.|05/FEB/07||26/JAN/78|Mount Isa Province. Defined as being of Middle Precambrian age. Intrudes the Tommy Creek beds.  Also appears on MARRABA 1:100k map sheet being updated for late 2008 or early 2009. PP (pers. comm. S.Liu, Jun08).  In Geology of Queensland 2013, p59.|Fine-grained to aphanitic microgranite containing phenocrysts up to 3 mm long of quartz, plagioclase and potash feldspar. The groundmass is composed almost entirely of quartz and potash feldspar. The unit is described by Derrick et al. (1971).|igneous felsic intrusive|||Y|
Tommy Creek Sequence|35371|||||Yes|Formation, beds|Sequence stratigraphy|Variation of published name|Briefly described||||||||||||||||No|22522|||||||||||N|
Tommy Creek Suite|31440|||||Yes|Group, Suite|Informal|STRATLEX Entry|Briefly described|||||Mesoproterozoic||||Mesoproterozoic|||||||No|50536||||||Mount Isa Province.|||||Y|
Tommy Creek sequence|34197|||||Yes|Formation, beds|Sequence stratigraphy|Other new published name|Mentioned|||||Statherian||||Statherian|||||||No|22522|||||||||||N|
Tommy Roundback Granodiorite|75665|||||Yes|Formation, beds|Reserved|Reserved|Reserved|||||Carboniferous||||Carboniferous|||||||No|||Bultitude, R.J.|17/MAR/10|||Located ~20 km south of Bowen, in the Bowen (8557) 1:100 000 Sheet area, Bowen 1:250 000 Sheet area (SF55-03); named after Tommy Roundback, a prominent hill formed of the unit; late Carboniferous (~322 Ma--recent SHRIMP date).|Pale grey, fine to medium-grained, uneven-grained to slightly porphyritic biotite-hornblende granodiorite; with traces of sphene and scattered mafic inclusions (locally abundant) up to ~2 m across (most < 3 cm across away from contacts); some alteration|igneous felsic intrusive|||Y|
Toms Creek rhyolite|36491|||||Yes|Formation, beds|Informal|Other new published name|Briefly described||||||||||||||||No|23513|||||||||||N|
Toms Hole Granodiorite|31114|||||Yes|Formation, beds|Formal|Resvd name published|Defined|||Toms Hole Supersuite|38183|Early Devonian||||Silurian||||||QLD|No|43480|43480|||||Reedy Springs Batholith.|Foliated, grey, medium-grained porphyritic epidote-sphene-hornblende-biotite granodiorite, with quartz phenocrysts to 1 cm and sparse equant plagioclase phenocrysts to 1.5 cm|igneous felsic intrusive|||Y|
Toms Hole Supersuite|38183|||||Yes|Supergroup|Formal|Variation of published name|Described|||||Middle Devonian||||Silurian|||||||No|23422||||||Possibly Devonian. In Geology of Queensland 2013, p283 as part of Pama Igneous Association.||igneous felsic intrusive|||Y|I-type
Toobier Granite|35207|Mount Toobier Granite|35137|||Yes|Formation, beds|Formal|Variation of published name|Described|||||Carboniferous||||Carboniferous|||||||No|23042||||||Misspelling of Mount Toobier Granite?|Pinkish-grey, medium-grained, augite-hornblende-biotite quartz monzonite to monzogranite or monzodiorite; commonly with potassic, chloritic and sericitic alteration|igneous felsic intrusive|||Y|
Toogoolawah Group|18352|||||Yes|Group, Suite|Formal|Variation of published name|Fully described|||||Middle Triassic||||Early Triassic|||||6000||No|29386|||||||Conglomerate, sandstone, shale, tuff, intermediate volcanics.|sedimentary siliciclastic|igneous intermediate volcanic||N|
Toogoolawah Group; Muncon Volcanics; Native Cat Andesite|78168|||||Yes|Group, Suite|Informal|Variation of published name|Mentioned|||||Triassic||||Triassic|||||||No|||||||Published in Queensland Geology 1:2 000 000 map (2012). Informally grouped as 'Middle Triassic volcanic and some sedimentary units, southeast Queensland' (StratNo 78431) in digital version. Digital version to be used in GA 1:2.5m Bedrock Geology.|Volcaniclastic sandstone, dominantly andesitic pebble to cobble conglomerate; subordinate siltstone and mudstone|feldspar- or lithic-rich arenite to rudite|argillaceous detrital sediment||N|
Toolachee Formation|18357|Toolachee formation|18360|||Yes|Formation, beds|Formal|Other new published name|Redefined|Gidgealpa Group|7182|||Lopingian||||Guadalupian||||25|190|QLD|Yes|29513|40056||||||Interbedded sandstone, siltstone, mudstone and  shale.|sedimentary siliciclastic|||N|
Toolburra Silt|25542|||||Yes|Formation, beds|Formal|Other new published name|Briefly described||||||||||||||||No|42593|||||||||||N|
Toole Creek Volcanics|18370|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Soldiers Cap Group|26144|||Statherian|1658|8|isotopic, U/Pb-Pb/Pb ion probe|Statherian|1658|8|isotopic, U/Pb-Pb/Pb ion probe||2800|QLD|Yes|33900|35295|Derrick G.|18/JAN/07|Staines, H.R.E.|08/SEP/76|Defined as Precambrian. Since given as Mesoproterozoic. Age: ~1650Ma.|Amphibolite, metamorphosed chert and siltstone, phyllite, slate.|meta-igneous mafic volcanic|metasedimentary siliciclastic||N|
Toolebuc Formation|18375|Toolebuc Limestone|18382|||Yes|Formation, beds|Formal|Variation of published name|Defined|Wilgunya Subgroup|20031|||Cenomanian|98|||Albian|101||||65|QLD|Yes|44291|63979|Senior B.R., Exon N.F., Burger D.|26/SEP/06|Staines, H.R.E.|04/JUN/75|Erroneously(?) included in the Marree Subgroup, Neales River Group (see ref 00/30890 and ref 00/30891) in South Australia.  Age: ~101-~98Ma.|Limestone, calcareous bituminous shale, coquinite.|sedimentary carbonate|argillaceous detrital sediment||N|
Toolgbar granite|75135|||||Yes|Formation, beds|Informal|Other new published name|Described|||Bedarra Suite|75177|Early Carboniferous||||Early Carboniferous|||||||No|60425|||||||Pale grey, medium-grained, moderately porphyritic biotite granite; with scattered biotite-rich clots (to~3cm).||||Y|I-type
Tooloombah Creek Granite|35131|Tooloombah Granite|33145|||Yes|Formation, beds|Formal|Resvd name published|Described|||||Carboniferous||||Carboniferous|||||||No|23042||||||Intrudes Connors Volcanics.  In Geology of Queensland 2013, p356.|Light greenish grey to pink, medium-grained, equigranular biotite granite, locally granophyric|igneous felsic intrusive|||Y|
Toomba Basalt|29067|Toomba basalt|18401|||Yes|Formation, beds|Formal|Unknown or process pending|Fully described|||||Quaternary||||Quaternary|||||||No|39027||||||Could be as young as 13000BP. Mulla Province.|Olivine basalt flows (ca. 10-20 000 yrs BP)|igneous mafic volcanic|||N|
Toonboro Granite|39154|||||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||||Late Triassic||||Late Triassic|||||||No|68421||Murray, C.|25/SEP/03||||Biotite hornblende monzogranite|igneous felsic intrusive|||Y|
Toondahra Granite|18404|||||Yes|Formation, beds|Formal|Other new published name|Defined|||||Late Triassic||||Late Triassic||||||QLD|Yes|33905|33905|||Withnall, I.|24/MAR/08|DEFINITION CARD  rec'd March 2008.|Pink to cream, fine to medium-grained peralkaline arfvedsonite syenogranite.|igneous felsic intrusive|||Y|
Toowoomba Volcanics|18415|||||Yes|Member, phase|Formal|Unknown or process pending|Briefly described|Main Range Volcanics|11031||||||||||||||No|34507|||||||||||N|
Top Evergreen Formation|18420|||||Yes|Formation, beds|Formal|Variation of published name|Mentioned||||||||||||||||No|41159|||||||||||N|
Top Nettle Microgranite|18423|||||Yes|Formation, beds|Formal|Variation of published name|Described|||Go Sam Suite|28006|Late Carboniferous|||inferred, isotopic correlation|Late Carboniferous|||inferred, isotopic correlation||||No|41297||||||Also, informally referred to as Top Nettle porphyry.  Within the O'Briens Creek Supersuite.|Fine to medium-grained porphyritic biotite microgranite.|igneous felsic intrusive|||Y|I-type
Top Pinnacle Granite|23025|||||Yes|Formation, beds|Formal|Resvd name published|Described|||Aralba Suite|29752|Early Devonian||||Late Silurian|||||||No|43596||Mackenzie D.|22/APR/94|||For use in far North Qld.|Pale grey porphyritic muscovite-biotite granite; abundant euhedral phenocrysts of muscovite to 3cm, K-feldspar to 4 cm|igneous felsic intrusive|||Y|
Top Rocky Rhyolite|18425|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Carrara Range Group|3679|||Statherian|1725|3||Statherian|1725|3|||400|NT|Yes|38237|49018|I.P.Sweet|26/MAY/80||12/MAR/82|Previously reserved as Top Rocky. No correspondance, info received from comments on VL40. |Reddish-brown, structureless feldspar porphyry with little lateral variation. Minor flow banding, spherulitic rhyolite, and interbedded trachyte or basalt.||||N|
Torpedo Creek Quartzite|18438|Torpedo Creek Quartzite Member|18437|||Yes|Formation, beds|Formal|Resvd name published|Defined|McNamara Group|11575|||Statherian|1690|7||Statherian|1690|7|||300|QLD|Yes|30535|37459|Hutton L.J., Cavaney R.J., Sweet I.P.|12/DEC/06|Whitaker, W.|24/JUL/81|Previously included in Mammoth Formation. Correlated with Surprise Creek Formation.|Thin, widespread sst. unit - polymictic conglomerate grading upwards into X-bedded quartzose to feldspathic sandstone, siltstone and shale. Sed.structures incl. large scale tabular X-beds, conglom. lenses, mudflake conglom., and rare gypsum pseudomorphs.||||N|
Torpys Granite|36314|||||Yes|Formation, beds|Formal|Other new published name|Briefly described|||Ootann Supersuite|14620|Late Carboniferous||||Late Carboniferous|||||||No|23501|||||||||||Y|
Torres Strait Volcanic Group|36369|Torres Strait Volcanics|18453|||Yes|Group, Suite|Formal|Unknown or process pending|Described|||||Early Permian|285||isotopic, K/Ar|Late Carboniferous|300||isotopic, K/Ar|||QLD|No|23421||||||Jardine Subprovince, Kennedy Igneous Association (Geology of Queensland 2013, p485)|Lithic and/or crystal -rich rhyolitic and dacitic ignimbrite and other volcanic rocks.|igneous felsic volcanic|||N|
Torres Strait Volcanics|18453|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|||||Carboniferous||||Carboniferous||||||QLD|No|34582|34582|||||See also Torres Strait Volcanic Group.|Welded tuff, rhyolite, dellenite to dacite, minor siltstone and sandstone|igneous felsic volcanic|||N|
Torsdale Volcanics|35006|Torsdale beds|18472|||Yes|Formation, beds|Formal|Variation of published name|Described|||||Late Carboniferous|313|6|isotopic, U/Pb-Pb/Pb ion probe|Late Carboniferous|324|4|||||No|23037||||||Intruded by granites of the Rawbelle Batholith. Age is Namurian. Defined as Torsdale Beds in 1971. Auburn Subprovince, Connors-Auburn Province (Geology of Queensland 2013, p354)|Grey, brown or purple, crystal-poor to crystal-rich, dacitic to rhyolitic ignimbrite and other volcaniclastic rocks; minor porphyritic rhyodacitic to rhyolitic lava; rare andesitic rocks; minor volcanilithic conglomerate and sandstone.|igneous felsic volcanic|||N|
Towallum Basalt|18492|Towallum basalt|18493|||Yes|Member, phase|Formal|Unknown or process pending|Fully described|Koukandowie Formation|9839|||Jurassic||||Early Jurassic|||||50||No|43881||||||Max Age: 187 (+/-) 5 Ma.  Formerly considered part of the Walloon Coal Measures.|Vesicular tholeiitic basalt, volcaniclastics.||||N|
Toweran Granodiorite|77843|Toweran Granite|70413|||Yes|Formation, beds|Formal|Variation of reserved name|Briefly described|||||Late Triassic||||Late Triassic|||||||No|68421||||||Reserved as Toweran Granite (Unit no. 70413).|White, fine-grained, leucocratic, moderately porphyritic biotite-hornblende and (hornblende-) biotite granodiorite; commonly partly altered.
|igneous felsic intrusive|||Y|
Towers Hill Granite|18508|||||Yes|Formation, beds|Formal|Variation of published name|Defined|||Hogsflesh Creek Supersuite|38173|Silurian||||Early Ordovician||||||QLD|No|42633|42750|||||Defined 1993.|Grey to pink, fine to medium-grained, biotite granodiorite; biotite granite; rare hornblende.|igneous felsic intrusive|||Y|I-type
Towgon Grange Suite|73897|Towgon Suite|39537|||Yes|Group, Suite|Reserved|Variation of published name|Unpublished|||Clarence River Supersuite|36112||||||||||||No|||Champion, Blevin and Bultitude|19/NOV/07|||Ref: Champion, Blevin and Bultitude, pers.comm., Nov 2007. See also Towgon Suite.|||||Y|
Townley Formation|24534|||||Yes|Formation, beds|Formal|Resvd name published|Defined|Etheridge Group|6300|||Mesoproterozoic||||Paleoproterozoic||||400|1500|QLD|Yes|35921|35921|I.W.Withnall|28/MAY/79|Whitaker, W.|08/MAY/79||White to grey sericitic or lithic-quartz siltstone and fine sandstone, locally carbonaceous; minor quartzose siltstone and sandstone; carbonaceous siltstone (middle); white laminated sericitic siltstone and sandstone (base). Schistose equivalents|sedimentary siliciclastic|||N|
Townshend Formation|34358|Townshend|23034|||Yes|Formation, beds|Formal|Resvd name published|Briefly described|||||Carboniferous||||Devonian|||||||No|22740||||||Coastal Subprovince, Wandilla Province (Geology of Queensland, 2013, p319)|Massive amphibolite, quartzite and mica schist|meta-igneous mafic|metasedimentary siliciclastic||N|
Trafalgar Supersuite|38208|||||Yes|Supergroup|Formal|Variation of published name|Briefly described||||||||||||||||No|23422||||||See also Trafalgar suite.|||||Y|
Train Range Ironstone Member|18529|Train Range Ironstone Formation|18528|||Yes|Member, phase|Formal|Variation of published name|Briefly described|Mullera Formation|13391|||Calymmian||||Calymmian|||||||No|44922||||||Within the South Nicholson Group.|Contains three or four ore-grade beds; mineralisation consists of oolitic hematite, siderite and chamosite beds: "Wabana type".|sedimentary non-carbonate chemical or biochemical|||N|
Tralee seam|34983|||||Yes|Formation, beds|Informal|Other new published name|Mentioned||||||||||||||||No|23034|||||||||||N|
Traveston Formation|18558|||||Yes|Formation, beds|Formal|Unknown or process pending|Defined|||||Early Triassic||||Early Triassic|||biozone||820|QLD|No|34474|34475||||||Thinly bedded, olive green shales.|argillaceous detrital sediment|||N|
Tregony Conglomerate Member|24041|||||Yes|Member, phase|Formal|Unknown or process pending|Mentioned||||||||||||||||No|39969||A.T.Grenfell|11/MAY/82||||||||N|
Trevethan Granodiorite|36396|Trevethan Granite|26955|||Yes|Formation, beds|Formal|Variation of published name|Briefly described|||Trevethan Suite|69330|Late Permian||||Late Permian|259|1|isotopic, Rb/Sr||||No|23511||||||259 +/- 1Ma|Mainly white to grey, medium-grained, porphyritic, (orthopyroxene-) (clinopyroxene-) (hornblende-) biotite monzogranite and granodiorite, with scattered mafic and gneissic enclaves|igneous felsic intrusive|||Y|I-type
Trevethan Suite|69330|||||Yes|Group, Suite|Formal|Resvd name published|Briefly described|||Yates Supersuite|20918|Late Permian||||Late Permian|||||||No|60425||Champion D.|22/JUN/05||||||||Y|I-type
Triassic felsic to mafic volcanics 76708|76708|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Late Triassic|205|||Early Triassic|245||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Predominantly a bimodal mixture of mafic and felsic volcanics; may include andesites|igneous mafic volcanic|igneous felsic volcanic||N|
Triassic felsic volcanics 76699|76699|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Late Triassic|205|||Middle Triassic|241||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Mainly felsic volcanics, including lavas and tuffs. Association may include volcaniclastic rocks.|igneous felsic volcanic|||N|
Triassic granites 76700|76700|||||Yes|Formation, beds|Unnamed|Unnamed published|Mentioned|||||Late Triassic|205|||Early Triassic|251||||||No|||||||Unnamed unit used in the 1:2.5 million scale Geology of Australia dataset|Mainly felsic intrusive rocks.  Range in composition from alkali feldspar granite to tonalite; includes associated rocks such as migmatite and minor gabbro and diorite.|igneous felsic intrusive|||Y|
