Stratno | Stratigraphic Name | Category | Contents | Last update 
75979|Tebrakunna Dolerite|Lithology|Dark grey, fine- to medium-grained (mean grain size 0.5 - 2 mm), aphyric to sparsely plagioclase-phyric dolerite, with primary plagioclase, augite or titaniferous augite, olivine (?), ilmenite and magnetite.|07/JUN/11
75979|Tebrakunna Dolerite|Relationships and boundaries|The dykes intrude Devonian granite plutons (including Gardens Granodiorite, Pyengana Granodiorite, Poimena Granite, Ansons Bay Granite, Lottah Granite)  and the Mathinna Supergroup. Usually straight to undulose, sharp contacts with chilled margins; rarely irregular diffuse contacts with indications of assimilation or magma mixing with host granite.|
75979|Tebrakunna Dolerite|Identifying features|Distinguished from Jurassic dolerite by form, metamorphism and geochemistry.|
75979|Tebrakunna Dolerite|Structure and Metamorphism|Unfoliated. Primary minerals are usually partly replaced by greenschist facies assemblages (including actinolite, chlorite, sericite, epidote, biotite, titanite, calcite).|
75979|Tebrakunna Dolerite|Age reasons|Early Carboniferous dates of 330 +/- 6 Ma (K/Ar, dyke SW of Ansons Bay) and 334 +/- 7 Ma (40Ar/39Ar plateau, dyke near Mt William area) are considered minimum ages (McClenaghan et al, in prep. D. Phillips analyst).  A Late Devonian maximum age is constrained by the youngest known country rock, the Lottah Granite  (377.8 +/-2.4 Ma; U-Pb SHRIMP on zircon, Black et al. 2005)|
75979|Tebrakunna Dolerite|Alteration and Mineralisation|Minor pyrite sometimes present.|
75979|Tebrakunna Dolerite|Geophysical Expression|Magnetic susceptibility highly variable (0.5 - 40 x 10-3 SI), but usually higher than country rocks. Usually associated with weak to moderate linear anomalies on aeromagnetic images.|
75979|Tebrakunna Dolerite|Geochemistry|Uncontaminated dykes have the composition of tholeiitic to weakly alkali basalt (SiO2 46-52%) with tholeiitic fractionation trends. Other dykes are broadly andesitic (SiO2 52 - 62%), with petrographic evidence for assimilation of host granite.|
75979|Tebrakunna Dolerite|References|BLACK L. P., MCCLENAGHAN M. P., KORSCH R. J., EVERARD J. L. & FOUDOULIS C. 2005. The significance of Devonian-Carboniferous igneous activity in Tasmania, as derived from U-Pb SHRIMP dating of zircon. Australian Journal of Earth Sciences 52, 807-829.  **EVERARD J.L. 2001. Intrusive relationships of granite and dolerite at Lagunta Creek, Freycinet Peninsula. Papers and Proceedings of the Royal Society of Tasmania 135, 63-74.  **MCCLENAGHAN M. P. & WILLIAMS P. R. 1983. Geological Atlas 1:50 000 series. Sheet 33 (8515N). Blue Tier. Tasmania Department of Mines.  **MCCLENAGHAN M. P.  1984. The petrology, mineralogy and geochemistry of the Pyengana and Gardens granodiorites, the Hogans Road diorite and the dolerite dykes of the Blue Tier Batholith. Tasmania Department of Mines Unpublished Report 1984/04.  **MCCLENAGHAN M. P., PHILLIPS D. & EVERARD J. L. 2011. Dolerite dykes of eastern Tasmania. Tasmanian Geological Survey Report, in prep.|
36813|Tippogoree Group|Name source|After the locality Tippogoree and the Tippogoree Hills (496300mE, 5446300mN).|
36813|Tippogoree Group|Constituents|Stony Head Sandstone and Turquoise Bluff Slate (Powell et al., 1993).|
36813|Tippogoree Group|Type section locality|None specified, but typical outcrops of Stony Head Sandstone occur on the Bridport to Georgetown road between about 496400mE, 5448500mN and 508600mE, 5451400mN (Australian Map Grid; AUS66; 55G). Typical outcrops of Turquoise Bluff Slate are exposed at the Australasian Slate Quarry at 504600mE, 5456500mN.|
36813|Tippogoree Group|Extent|Pre-Devonian sedimentary rocks cropping out east of the Tamar River and west of Pipers River where it crosses the Bridport to Georgetown road at 508600mE, 5451400mN (Australian Map Grid; AUS66; 55G).|
36813|Tippogoree Group|Thickness range|Unknown, but estimates by Powell et al. (1993) of the thickness of the Stony Head Sandstone and Turquoise Bluff Slate indicate a thickness of greater than 2km.|
36813|Tippogoree Group|Lithology|Thick graded beds of fine- to medium-, rarely coarse-grained sandstone and minor pelite stratigraphically overlain by a predominantly massive but rarely bioturbated black slate  (Powell et al., 1993).|
36813|Tippogoree Group|Fossils|Two poorly preserved graptolites of Early to Middle Ordovician (Bendigonian Be1 to Darriwillian Da3) age (Banks & Smith, 1968; VandenBerg pers comm.) are contained within the Turquoise Bluff Slate.|
36813|Tippogoree Group|Relationships and boundaries|No base is known. The top of the unit is not exposed but is characterised by a change from strongly cleaved and recumbently folded Turquoise Bluff Slate to open upright folded classical turbidites of the Bellingham Formation (Panama Group).|
36813|Tippogoree Group|Age reasons|Two poorly preserved graptolites of Early to Middle Ordovician (Bendigonian Be1 to Darriwillian Da3) age (Banks & Smith, 1968; VandenBerg pers comm.) are contained within the Turquoise Bluff Slate. The unit is overlain by classical turbidites of the Panama Group which contain vascular plant remains of Devonian age (Banks, 1962).|
36813|Tippogoree Group|References|*BANKS, M. 1962. The Silurian and Devonian Systems. Journal of the Geological Society of Australia 9, 177-188.     *97/28855 - BANKS, M. & SMITH A. 1968. A graptolite from the Mathinna Beds, northeastern Tasmania. Australian Journal of Science 31, 118-119.     *94/27811 - POWELL, C. McA., BAILLIE,  P.W., CONAGHAN, P. J. & TURNER, N. J. 1993. The mid-Palaeozoic turbiditic Mathinna Group, NE Tasmania. Australian Journal of Earth Sciences 40, 169-198.|10/FEB/11
24543|Twin Creeks Formation|Name source|Twin Creeks [DN483414], Wedge 1:100 000 Mapsheet.|
24543|Twin Creeks Formation|Type section locality|Presently known outcrop area (bounded by DN483414-480390-500390-500410-490420) is the designated type area. The unit is well-exposed along the Scotts Peak Road between DN483414-480390.|
24543|Twin Creeks Formation|Extent|The unit is exposed over about 6 km2 east of Edgar Bay in the southeastern part of the Wedge 1:100 000 mapsheet.|
24543|Twin Creeks Formation|Thickness range|Approximately 1 km.|
24543|Twin Creeks Formation|Lithology|Predominantly phyllite, with lesser dolomite and quartz siltstone and rare orthoquartzite.|
24543|Twin Creeks Formation|Relationships and boundaries|Considered to be the oldest unit of the Mt Anne Group. The base is obscured by Quaternary cover. The unit dips and faces towards the Lake Judd Formation but the contact is not exposed and is probably faulted.|
24543|Twin Creeks Formation|Age reasons|Late Precambrian, due to tectonometamorphic grade and regional geological setting (see Turner, 1989).|
24543|Twin Creeks Formation|Proposed publication|Explanatory Report, Department of Mines, Tasmania: Pedder 1:50 000 Sheet|
24566|Weld River Group|Name source|Weld River [DN570510], Wedge 1:100 000 Mapsheet.|
24566|Weld River Group|Constituents|Annakananda Formation, Lake Timk Formation, Gomorrah Dolomite, Devils Eye Dolomite, Styx Dolomite, Cotcase Creek Formation.|
24566|Weld River Group|Extent|The unit is exposed over approximately 100 km2 in the upper Weld River catchment; and smaller areas occur in the upper Styx R. and South Styx R. valleys.|
24566|Weld River Group|Thickness range|Approximately 5 km (but uncertain due to faulting).|
24566|Weld River Group|Lithology|Predominantly dolomite.|
24566|Weld River Group|Relationships and boundaries|Unconformably overlies Precambrian Pandani Group west of Weld River; paraconformably overlies unnamed Precambrian sequence east of Weld River. Weld R. Gp. Is overlain by, with inferred unconformity, by a lithicwacke sequence of probable Middle or Upper Cambarian age (Calver, in press).|
24566|Weld River Group|Age reasons|Late Precambrian. The unit lacks fossils other than simple algal remains (catagraphs, oolites).|
24566|Weld River Group|Proposed publication|Pap. Proc. R. Soc. Tasm., 123|
24566|Weld River Group|References|90/26830|
24587|Wurawina Supergroup|Name source|Definition:  The term "Wurawina Supergroup" is proposed for a unit in western Tasmania comprising the Denison Group (Late Cambrian and Early Ordovician) below, the Gordon Group and the Eldon Group or Tiger Range Group (Silurian and Early Devonian) above, bounded basally by an unconformity, and overlain with angular unconformity by the Parmeener Supergroup of Late Carboniferous to Triassic age.                                                                                                                                                                                     Derivation: Wurawina is the name of a lake in the Denison Range in south-central Tasmania. Its geographic co-ordinates are 146o16'43"E, 42o32'24"S (Australian Map Grid Zone 55 DN408901). It lies in an area dominated by units of the Supergroup.|
24587|Wurawina Supergroup|Proposed publication|Pap. Proc. R. Soc. Tasm. Vol. 120, 1986 (accepted)|
24587|Wurawina Supergroup|Name first published by|Banks M.R., Williams E., 1986|
24587|Wurawina Supergroup|Proposer|Banks M.R., Williams E.|
29475|Zig Zag Hill Formation|Name source|Initial Statement: Corbett et al. (1974) defined the Tyndall Group in the Comstock/Zig Zag Hill area as comprising 2 formations. The lower formation was named the Comstock Tuff (later referred to as the Comstock Formation) and the upper formation was referred to as the Jukes Formation, from an inferred correlation with a previously defined unit, the Jukes Breccia (Hills 1914) or Jukes Conglomerate (Wade and Solomon 1958, Banks 1962, Campana and King 1963). This correlation with the Jukes Conglomerate was subsequently argued to be inappropriate (Solomon 1979, Corbett 1989) and the term Jukes Formation was no longer used. Recently the unit has been referred to informally as the 'upper Tyndall Group' or 'upper part of the Tyndall Group' (e.g. Corbett 1992). There is clearly a need to give this upper unit an appropriate formal formation name, as it is one of two formations that form the Tyndall Group (a group comprises two or more formations; Staines 1985). The term 'Zig Zag Hill Formation' is proposed.                                             Derivation: Zig Zag Hill (geographical location) AMG Grid Reference 5346700N - 382100E Gormanston sheet, Tasmania 1:25 000 series topographical map, Tasmanian Lands Department.|
29475|Zig Zag Hill Formation|Unit history|The Zig Zag Hill Formation is synonymous with the 'Jukes Formation' of Corbett et al. (1974), and is recently referred to as the upper Tyndall Group (Corbett 1992) (as explained above). The Dora Conglomerate (Bradley 1954) is also considered to be a correlate of the Zig Zag Hill Formation.|
29475|Zig Zag Hill Formation|Type section locality|A type area (Mount Lyell area) is proposed, rather than a single type section as the formation is well exposed at a number of locations in the Mount Lyell district. The best exposure of this formation occurs on Zig Zag Hill to the north of Mount Lyell, however the upper contact is not exposed there, being masked by Quaternary glacial deposits. Other good exposures occur approximately 1 km along strike to the southeast around the Lyell-Comstock Mine area, where a number of diamond drill lholes intersect the formation (e.g. C50: 187-477 feet, C59: 4601384 feet).  The Zig Zag Hill Formation is also well exposed approximately 4 km further southeast at a place referred to as "East Mount Lyell".|
29475|Zig Zag Hill Formation|Extent|The formation is exposed in the central part of the Mount Read Volcanics, in western Tasmania from the Mount Lyell district to the Anthony Road/Henty Canal area. Correlates of this unit occur further north in the Mount Cripps Subgroup (Corbett 1992) in the Cradle Mountain Link Road area. Correlates also exist around Mount Selina (McNeill 1987), near Mount Sorell l(Corbett et al. 1993), in the Jukes-Darwin and Mount Huxley area (Corbett et al. 1993) and in the Winterbrook area (Pemberton and Vicary 1989). The Dora Conglomerate (Bradley 1954) is also a correlate of this formation and continues south from Lake Dora to Mount Sedgwick (Corbett and Jackson 1987).|
29475|Zig Zag Hill Formation|Thickness range|The thickness ranges from approximately 40 m (Henty Canal area) to 500 m thick (Cradle Mountain Link Road area). In type area, the Zig Zag Hill Formation is up to 240 m thick at Comstock and approximately 400 m thick in the East Mount Lyell area.|
29475|Zig Zag Hill Formation|Lithology|Massive, normally graded and less commonly inversely graded polymict volcaniclastic conglomerate and sandstone beds (m's to several 10's m thick) containing very uncommon units of laminated fine sandstone/mudstone (up to 50 cm thick). Normally graded units consist of clast-supported boulder/cobble/pebble conglomerate at the base and grade up into pebbly sandstone.  Massive units comprise dominantly matrix-supported pebble/cobble conglomerate. Planar diffuse stratification and low-angle cross-stratification is present in some beds. The clast population in the conglomerate beds is diverse but is dominated by subrounded to well rounded, pebble to boulder size, quartz-feldspar porphyritic volcanic clasts in a quartz-, lithic-rich sandy matrix. Other clast types include intermediate-mafic clasts, sedimentary clasts, granite clasts, undifferentiated altered clasts, cherty clasts and metamorphic basement-derived clasts. Details are given in White and McPhie (in prep).|
29475|Zig Zag Hill Formation|Relationships and boundaries|In most areas analysed, the Zig Zag Hill Formation conformably overlies rocks of the Comstock Formation (lower part of the Tyndall Group). At some locations where the Comstock Formation is missing, the Zig Zag Hill Formation rests unconformably on, or in fault contact with, older Mount Read Volcanic  rocks (e.g. Mount Selina, Mount Huxley, Mount Sedgwick areas).  The upper contact of the Zig Zag Hill Formation is not exposed at Zig Zag Hill, but elsewhere it is both conformably and unconformably overlain by the Owen Conglomerate. At Comstock the Zig Zag Hill Formation is exposed in drill core (Hole C59), and the upper contact is interpreted as an unconformity to the overlying siliciclastic sandstone of the Pioneer Beds (Upper Owen Conglomerate). Approximately 4 km further southeast at a place referred to as "East Mount Lyell" the upper contact of the Zig Zag Hill Formation is gradational and conformable with the overlying Lower Owen Conglomerate.  In the Henty Canal area, the Zig Zag Hill Formation is conformably overlain by the Newton Creek Sandstone (Owen Conglomerate).|
29475|Zig Zag Hill Formation|Age reasons|The age of the Zig Zag Hill Formation is constrained by fossil dating in underlying and overlying units. Fossils have not been identified in the Zig Zag Hill Formation. Marine fossils found in a brown mudstone unit within the 'Comstock Formation correlates' underlying the 'Zig Zag Hill Formation correlates' on the Cradle Mountain Link Road are dated as late Middle Cambrian in age (Lejopyge laevigata II and III to Damesella torosa-Ascionepea janitrix zones) (Pemberton et al. 1991). The limestone unit in the underlying Comstock Formation at Comstock contains fauna of a similar age (late Middle to early Late Cambrian age: Jago et al. 1972). Fossils in the Newton Creek Sandstone (lower to middle Owen Conglomerate, conformably overlying the Zig Zag Hill Formation in the Henty Canal area) are dated as Post-Idamean to Pre-Payntonian B in age (Corbett 1975, Jago 1979, Banks 1982). Therefore the age of the Zig Zag Hill Formation is between Boomerangian and Post-Idamean to Pre-Payntonian B ages (between approximately 530 and 508 Ma; Shergold 1989).  Recent isotopic U-Pb dating of magmatic zircons in two samples from the underlying Comstock Formation gave two relatively young dates of 494.4+/-3.8 Ma and 502.5+/-3.3 Ma (Perkins and Walshe 1993).|
29475|Zig Zag Hill Formation|Proposed publication|Australian Journal of Earth Sciences|
29475|Zig Zag Hill Formation|References|Bradley J., 1954. The Geology of the West Coast Range of Tasmania, Pt 1: Stratigraphy and Metasomatism. P & P Roy. Soc. Tas. v88 p193-243 (01/31642); Corbett K D, 1975. Preliminary report on the geology of the Red Hills-Newton Creek area, West Coast Range, Tasmania. Dept of Mines Tasmania Technical Report 19, p11-25 (79/00952); Corbett K D, 1992. Stratigraphic-volcanic setting of massive sulfide deposits in the Cambrian Mount Read Volcanics, Tasmania. Economic Geology 87, 564-586 (95/28064); Corbett K D, Jackson J C, 1987. Geology of the Tyndall Range area. 1:25000 Map 5. Geological Survey of Tasmania - Department of Mines (96/28179); Corbett K D, Reid K O, Corbett E B, Green G R, Wells K, Sheppard N W, 1974. The Mount Read Volcanics and Cambrian-Ordovician relationships at Queenstown, Tasmania. Journal of the Geological Society of Australia 21, 173-186 (79/00954); Corbett K D, Pemberton J, Vicary M J, 1993. Geology of the Mt Jukes-Mt Darwin area. 1:25000 Map 13. Geological Survey of Tasmania - Department of Mines (96/28186); Jago J B, 1979. Tasmanian Cambrian biostratigraphy - a preliminary report. Journal of the Geological Society of Australia 25, p223-230 (79/20510); Shergold J H, 1989. Australian Phanerozoic timescales: 1. Cambrian biostratigraphic chart and explanatory notes. Bureau of Mineral Resources Australia, Record 1989/31 (RC89/031); Solomon M, 1979. Discussion: Delamerian unconformities in Tasmania. Journal of the Geological Society of Australia 26, p435-436 (80/20782); Staines H R E, 1985. Field geologist's guide to lithostratigraphic nomenclature in Australia. Australian Journal of Earth Sciences 32, 83-106 (86/25146); Wade M L. Solomon M, 1958. Geology of the Mt Lyell mines, Tasmania. Economic Geology 53, 367-416 (Gold 1099); White M J, McPhie J (in prep). Stratigraphy and palaeovolcanology of the Cambrian Tyndall Group, Mount Read Volcanics, western Tasmania. Australian Journal of Earth Sciences (00/30190).|
